awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type
食べログ うどん EAST 百名店 2024 選出店,自家製さぬきうどんと肉 甚三 大門店,大門駅 234m , うどん、カレーうどん、天ぷら,,～￥999,～￥999,3.68,-,https://tabelog.com/tokyo/A1314/A131401/13188754/,予約不可,,最寄駅 浜松町駅大門駅芝公園駅      各徒歩３分 大門駅から234m,11:00 - 15:00,■ 営業時間玉切れ次第終了■ 定休日なし（年末年始休業あり）,カード不可 電子マネー不可 QRコード決済不可,"35.65485903872868,139.75360868412704",03-5405-1266,東京都港区芝大門2-6-10 コンフォート芝大門 1F,1458,tempura
食べログ うどん EAST 百名店 2024 選出店,トウキョウライトブルー ホンゴウスリー,本郷三丁目駅 113m , うどん、天ぷら,,～￥999,～￥999,3.68,-,https://tabelog.com/tokyo/A1310/A131004/13240246/,予約不可,,本郷三丁目駅2番出口徒歩2分 本郷三丁目駅から113m,,,カード不可 電子マネー不可 QRコード決済不可,"35.7064696386981,139.7605543846435",不明の為情報お待ちしております,東京都文京区本郷2-39-7 ,870,tempura
食べログ そば EAST 百名店 2024 選出店,江戸蕎麦 ほそ川,両国駅 407m , そば、天ぷら,両国から名を轟かす手打ち蕎麦の雄。独学で突き詰めた至高の蕎麦と肴,"￥5,000～￥5,999","￥5,000～￥5,999",3.68,月曜日、火曜日,https://tabelog.com/tokyo/A1312/A131201/13002967/,予約不可,,都営地下鉄大江戸線【両国駅】徒歩２分ＪＲ総武線【両国駅】東口　徒歩７分 両国駅から407m,11:45 - 14:30L.O. 14:00,■ 営業時間売り切れ早仕舞いあり,カード不可 電子マネー不可,"35.696720938716254,139.7980495845187",03-3626-1125,東京都墨田区亀沢1-6-5 ,852,tempura
,よし房 凛,根津駅 378m , そば、天ぷら,【根津駅4分】厳選素材の手打ち蕎麦や蕎麦料理に舌鼓,"￥4,000～￥4,999","￥4,000～￥4,999",3.68,火曜日,https://tabelog.com/tokyo/A1311/A131106/13018408/,予約可,昼の予約不可。17:30以降の予約可。,東京メトロ千代田線【根津駅】徒歩４分東京メトロ千代田線【千駄木駅】徒歩７分 根津駅から378m,11:30 - 15:00L.O. 14:30,■ 営業時間お問い合わせは営業時間外にお電話にてお願いいたします。日11:30～15:00お蕎麦なくなり次第終了とさせて頂く場合がございます。,カード不可 電子マネー不可 QRコード決済可 （PayPay）,"35.720146995322175,139.7631316993213",03-3823-8454,東京都文京区根津2-36-1 コーポ吉田 １Ｆ,541,tempura
,蕎麦 松風,根津駅 475m , そば、天ぷら,,"￥4,000～￥4,999","￥4,000～￥4,999",3.68,月曜日、日曜日,https://tabelog.com/tokyo/A1311/A131106/13230324/,予約可,1グループ3名様までとさせて頂きます。,千代田線「根津」より徒歩7分、「千駄木」より8分 根津駅から475m,,,カード不可 電子マネー不可 QRコード決済不可,"35.72083756924115,139.76248781003605",03-6882-0842,東京都文京区根津2-37-12 ,143,tempura
,喜わ,代々木上原駅 264m , 天ぷら、日本料理、ワインバー,令和2年3月6日、食通も多く集う代々木上原の小路に、天麩羅専門店『喜わ』が開店いたしました,"￥15,000～￥19,999","￥15,000～￥19,999",3.68,,https://tabelog.com/tokyo/A1318/A131811/13243177/,予約可,当店は活かし食材を使用しております。急なキャンセル等はご遠慮下さい。よろしくお願い致します。,東京メトロ千代田線　代々木上原駅　東口　徒歩3分 代々木上原駅から264m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.669245638696935,139.6826099843221",03-5738-7550,東京都渋谷区上原1-17-14 上原ハウス 1F,53,tempura
食べログ うどん EAST 百名店 2024 選出店,切麦や 甚六,新宿御苑前駅 120m , うどん、天ぷら、居酒屋,,"￥2,000～￥2,999","￥2,000～￥2,999",3.67,-,https://tabelog.com/tokyo/A1304/A130402/13182646/,予約可,,東京メトロ丸ノ内線【新宿御苑前駅】徒歩２分都営地下鉄新宿線【新宿三丁目駅】徒歩８分 新宿御苑前駅から120m,11:30 - 16:00,■ 定休日年末年始,カード不可 電子マネー不可,"35.68915813869361,139.71186158450277",03-6273-2646,東京都新宿区新宿1-17-1 LAND・DEN 1F,1439,tempura
食べログ 天ぷら 百名店 2023 選出店,なかがわ,築地駅 189m , 天ぷら,,"￥20,000～￥29,999","￥20,000～￥29,999",3.67,月曜日,https://tabelog.com/tokyo/A1313/A131301/13002379/,完全予約制,,築地駅２番出口より徒歩２分、１番出口から徒歩３分。築地の小学校（？）のフェンスを右手に歩くと左側にあります。 築地駅から189m,,,カード不可 電子マネー不可,"35.66773953872591,139.77059928424524",03-3546-7335,東京都中央区築地2-14-2 築地ＮＹビル １Ｆ,265,tempura
,天ぷら やぐち,人形町駅 141m , 天ぷら,,"￥20,000～￥29,999","￥20,000～￥29,999",3.67,-,https://tabelog.com/tokyo/A1302/A130204/13248312/,予約可,お昼、夜ともにおまかせコースカウンター席のみ  (個室なし)予約は電話のみ,東京メトロ日比谷線 人形町駅 A3 出口 徒歩５分東京メトロ半蔵門線 水天宮前駅  7番 出口 徒歩５分 人形町駅から141m,,,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済不可,"35.686153638718494,139.78401488442182",03-3527-3701,東京都中央区日本橋人形町2-9-7 大江戸アクセス2 1F,130,tempura
,日本料理 山里,虎ノ門ヒルズ駅 337m , 日本料理、寿司、天ぷら,割烹・鮨・天ぷらで魅了するホテル内日本料理の店。新たな門出に相応しい、気品と品格を併せ持つ,"￥20,000～￥29,999","￥20,000～￥29,999",3.67,-,https://tabelog.com/tokyo/A1308/A130802/13238557/,予約可,"割烹カウンターは土・日・祝日を除く3日前までにご予約をお願いいたします。◆ご予約のキャンセルは、前日までにご連絡をお願いいたします。　◆キャンセルポリシー当日のキャンセル　または　ご予約時間より30分を過ぎてご来店がない場合：コース、プラン料金の100％お席のみのご予約の場合、ランチ￥6,000 / ディナー ￥12,000 のご予約人数分",東京メトロ日比谷線 虎ノ門ヒルズ駅 出口A2 徒歩5分(宴会場入口まで)東京メトロ銀座線 虎ノ門駅 出口3 徒歩10分 東京メトロ銀座線 東京メトロ南北線 溜池山王駅 出口14 徒歩10分 虎ノ門ヒルズ駅から337m,07:00 - 09:30,"■ 営業時間朝食　（土・日・祝日 10:00まで）※キャンセルポリシー当日のキャンセル、またはご予約時間より30分を過ぎてご来店がない場合：コース、プラン料金の100％(お席のみのご予約の場合、ランチ￥6,000 / ディナー ￥12,000 のご予約人数分)",カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.667059665358806,139.74401515355436",03-3505-6070,東京都港区虎ノ門2-10-4 The Okura Tokyo オークラ ヘリテージウイング 4F,109,tempura
,CHIKAMINE,渋谷駅 535m , 天ぷら,,"￥15,000～￥19,999","￥15,000～￥19,999",3.67,-,https://tabelog.com/tokyo/A1303/A130301/13280028/,予約可,※WEB予約のみ※17:00/20:30 の２回転※店主インスタ告知,渋谷駅から535m,,,カード可 （VISA、JCB、AMEX） 電子マネー不可 QRコード決済不可,"35.655653338713144,139.70643058416812",03-6421-0808,東京都渋谷区渋谷3-13-7 五常ビル B1F,87,tempura
食べログ うどん EAST 百名店 2024 選出店,讃岐のおうどん 花は咲く 新中野本店,新中野駅 225m , うどん、居酒屋、天ぷら,,"￥1,000～￥1,999","￥1,000～￥1,999",3.66,,https://tabelog.com/tokyo/A1319/A131902/13156851/,予約可,ご予約時間に合わせてお席をご用意します。来店時間の変更などございましたらご連絡をお願いいたします。（ご予約時間より早くご来店されました場合など、お席の準備が整うまで店頭でお待ちいただく事がございます。）,東京メトロ丸の内線新中野駅から徒歩３分JR中央線中野駅から徒歩9分 新中野駅から225m,11:00 - 15:00,■ 定休日毎月第３水曜日※※※臨時休業日※※※2024/11/5(火)夜営業,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済不可,"35.69918253867319,139.66773998463495",03-6454-1546,東京都中野区中央4-6-12 新中野マンション 1F,920,tempura
,てんぷら黒川,築地駅 381m , 天ぷら、天丼,,"￥8,000～￥9,999","￥8,000～￥9,999",3.66,日曜日、祝日,https://tabelog.com/tokyo/A1313/A131301/13002365/,予約可,,東京メトロ日比谷線　築地駅1､2番出口から徒歩7分都営地下鉄大江戸線　築地市場駅A1出口から徒歩9分--- 築地駅から381m,09:00 - 13:00,■ 営業時間［予約制］16:00～19:00,カード可 （AMEX） 電子マネー不可 QRコード決済不可,"35.66467803872831,139.77202288421333",03-3544-1988,東京都中央区築地6-21-8 ,448,tempura
食べログ 天ぷら 百名店 2023 選出店,てんぷら 高七,若松河田駅 360m , 天ぷら、天丼,,-,-,3.66,日曜日、祝日,https://tabelog.com/tokyo/A1305/A130504/13010870/,予約可,夜のみ予約可,･都営大江戸線｢若松河田｣駅 徒歩5分･都営大江戸線｢牛込柳町｣駅 徒歩7分･東京メトロ東西線｢早稲田｣駅 徒歩7分 若松河田駅から360m,,,カード不可 電子マネー不可 QRコード決済不可,"35.70123116456448,139.72103826624212",03-3202-4035,東京都新宿区若松町36-27 ,433,tempura
食べログ うどん EAST 百名店 2024 選出店,五島うどん びぜん家,武蔵小金井駅 288m , うどん、郷土料理、天ぷら,,"￥1,000～￥1,999","￥1,000～￥1,999",3.66,月曜日,https://tabelog.com/tokyo/A1325/A132501/13126103/,予約不可,,ＪＲ中央線　武蔵小金井駅　南口徒歩４分（イトーヨーカドーの裏） 武蔵小金井駅から288m,11:30 - 14:15,■ 定休日月曜日（祝日の場合火曜日）,カード不可 電子マネー不可 QRコード決済不可,"35.69976173862058,139.5036981847558",042-382-1833,東京都小金井市本町6-9-42 ,386,tempura
,銀座 串かつ凡,内幸町駅 347m , 串揚げ、天ぷら、日本料理,,"￥15,000～￥19,999","￥15,000～￥19,999",3.66,-,https://tabelog.com/tokyo/A1301/A130103/13170716/,予約可,,銀座駅Ｃ２出口より徒歩7分JR新橋駅銀座口より徒歩5分 内幸町駅から347m,17:00 - 22:30,■ 営業時間最終入店13:00最終入店20:30,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66970937634542,139.75959734856826",03-6274-6649,東京都中央区銀座8-2-8 銀座高本ビル 3F,361,tempura
食べログ 天ぷら 百名店 2023 選出店,清壽,築地駅 232m , 天ぷら,静謐な空間で愉しむ、高邁な精神が生んだ究極の”天ぷら”,"￥30,000～￥39,999","￥30,000～￥39,999",3.66,月曜日,https://tabelog.com/tokyo/A1313/A131301/13058904/,予約可,,築地駅から232m,,,カード可 （VISA、JCB、AMEX、Diners）,"35.66631873872702,139.77124578423042",03-3546-2622,東京都中央区築地3-16-9 アーバンメイツビル B1F,199,tempura
,蕎麦 美酒 健肴 佳蕎庵,青梅街道駅 244m , そば、居酒屋、天ぷら,,"￥4,000～￥4,999","￥4,000～￥4,999",3.66,月曜日,https://tabelog.com/tokyo/A1328/A132804/13107701/,予約可,予約、内容などお問い合わせは１４：３０以降にお願い致します。出来るだけ店主が電話対応したいので、混雑時、昼のオープン前は控えて頂けると対応しやすいです。,西武多摩湖線　青梅街道駅徒歩3分 店の横に４台駐車スペース、隣にコインパーキング有ります。 青梅街道駅から244m,11:30 - 14:00,■ 営業時間昼、夜とも貸切営業有り、売切れ仕舞い有り■ 定休日第3火曜,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、nanaco、iD、QUICPay）,"35.73048623859328,139.47923298508329",042-347-0655,東京都小平市小川町2-1362 ,150,tempura
,てん茂,新日本橋駅 50m , 天ぷら,,"￥15,000～￥19,999","￥15,000～￥19,999",3.66,日曜日、祝日,https://tabelog.com/tokyo/A1302/A130202/13000320/,予約可,土曜夜は前日までに要予約,ＪＲ総武本線　新日本橋駅　徒歩１分東京メトロ銀座線　三越前駅　徒歩１分ＪＲ中央線　神田駅　徒歩５分 新日本橋駅から50m,,,カード可 （JCB、AMEX、Diners） 電子マネー不可,"35.689234038713224,139.77359928446023",03-3241-7035,東京都中央区日本橋本町4-1-3 ,76,tempura
食べログ うどん EAST 百名店 2024 選出店,太常うどん 銀座本店,東銀座駅 293m , うどん、天ぷら、居酒屋,,"￥4,000～￥4,999","￥4,000～￥4,999",3.65,日曜日、祝日,https://tabelog.com/tokyo/A1301/A130101/13104580/,予約可,,日比谷線・浅草線「東銀座駅」または大江戸線「築地市場駅」　徒歩4分 東銀座駅から293m,,,カード不可 電子マネー不可 QRコード決済可 （PayPay）,"35.66732833872449,139.76527478424484",03-3541-2227,東京都中央区銀座7-15-17 だいつねビル１階,847,tempura
,竹葉亭 銀座店,銀座駅 166m , うなぎ、天ぷら、どじょう,,"￥4,000～￥4,999","￥4,000～￥4,999",3.65,-,https://tabelog.com/tokyo/A1301/A130101/13002552/,予約不可,,地下鉄銀座駅 A5出口徒歩1分/JR有楽町駅 徒歩6分都営東銀座駅 徒歩4分 銀座駅から166m,11:30 - 15:30L.O. 14:30,■ 定休日第1・3月曜日,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可,"35.67072520090035,139.76531516026753",03-3571-0677,東京都中央区銀座5-8-3 ,777,tempura
,天冨久,大森駅 440m , 天ぷら、天丼、海鮮,,"￥10,000～￥14,999","￥10,000～￥14,999",3.65,,https://tabelog.com/tokyo/A1315/A131502/13082681/,予約可,ランチタイムお席のご予約不可。ご予約はホームページ又はお電話でも承っております。03-3766-1029,JR京浜東北線「大森」駅(東口)から徒歩5分京浜急行本線「大森海岸」駅から徒歩10分 大森駅から440m,11:00 - 14:00,香水・柔軟剤等、強い香りのお客様の入店はご遠慮いただいております。■ 営業時間※ランチお席のご予約不可※天丼のみの提供18:00〜予約営業※コースのみご予約営業（天丼のみのご提供は、いたしておりません）■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners、UnionPay） 電子マネー不可 QRコード決済可 （PayPay）,"35.58526713876511,139.72923058344116",03-3766-1029,東京都大田区大森北1-26-2 ,605,tempura
,てんぷら 山の上 三越日本橋店内,三越前駅 87m , 天ぷら、天丼,,"￥3,000～￥3,999","￥3,000～￥3,999",3.65,-,https://tabelog.com/tokyo/A1302/A130202/13044042/,予約不可,,・東京メトロ銀座線・半蔵門線「三越前」駅より徒歩1分銀座線・東西線「日本橋」駅（B11出口）より徒歩5分・都営地下鉄浅草線「日本橋」駅より徒歩5分・JR新日本橋駅より徒歩7分、東京駅（日本橋口）より徒歩10分 三越前駅から87m,10:00 - 19:30,■ 営業時間【イートイン】11：00～15：00（14：30 L.O.）　17：00～19：00（19：00 L.O.）■ 定休日日本橋三越に準ずる,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.68576513871531,139.77326128442544",03-3517-3230,東京都中央区日本橋室町1-4-1 日本橋三越本店 B1F,228,tempura
,宇奈根 山中,世田谷区 , そば、天ぷら,,"￥3,000～￥3,999","￥3,000～￥3,999",3.65,月曜日、日曜日,https://tabelog.com/tokyo/A1318/A131814/13042357/,予約可,,"・小田急線・成城学園前駅南口から二子玉川駅行きバス・東急田園都市線/大井町線・二子玉川駅より成城学園前行きor調布駅南口行きバス。・小田急線・狛江駅北口または京王線・調布駅南口から二子玉川駅行きバス(本数少なめ)下宿or永安寺前 下車徒歩６，７分。成城学園よりです。成城学園から徒歩25分位。・小田急線・狛江駅南口より宇奈根行きバス(本数少なめ)・東急線・二子玉川駅より玉04or玉05系統 宇奈根一丁目循環バス(本数少なめ)宇奈根地区会館 下車徒歩2分。 二子玉川駅から2,546m",,,カード不可 電子マネー不可 QRコード決済不可,"35.62392473870036,139.60295698392014",03-3416-6620,東京都世田谷区宇奈根3-7-15 ,216,tempura
食べログ 天ぷら 百名店 2023 選出店,てんぷら山の上 Ginza,銀座駅 292m , 天ぷら,選りすぐりの食材を『天ぷら』で堪能。洗練された雰囲気が心地良い大人の隠れ家,"￥15,000～￥19,999","￥15,000～￥19,999",3.65,,https://tabelog.com/tokyo/A1301/A130101/13207702/,予約可,,■電車でお越しのお客様東京メトロ各線「銀座駅」A3出口より徒歩2分都営浅草線・東京メトロ日比谷線「東銀座駅」A1出口徒歩3分東京メトロ有楽町線「銀座一丁目駅」9番出口徒歩8分 銀座駅から292m,11:00 - 15:00L.O. 14:00,■ 定休日無休(GINZA SIX 休館日は休業となります),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.6692490387229,139.764160084265",03-6264-5516,東京都中央区銀座6-10-1 GINZA SIX 13F,198,tempura
,妻恋坂 けい吾,末広町駅 221m , 日本料理、そば、天ぷら,,"￥15,000～￥19,999","￥15,000～￥19,999",3.65,日曜日、祝日,https://tabelog.com/tokyo/A1311/A131101/13195434/,完全予約制,"キャンセル料 当日100%                      前日50%  お酒のお持ち込み料につきましては日本酒四合瓶3,000円 ワイン一本5,000円頂戴いたします",末広町駅より徒歩3分湯島駅より徒歩3分 末広町駅から221m,18:00 - 22:00,"お料理は19,800円(税込)のコースでございます",カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.703878938702665,139.76963968461095",03-6803-0817,東京都文京区湯島3-10-10 吉澤ビル 1F,34,tempura
食べログ 天ぷら 百名店 2023 選出店,天ぷら 逢坂,虎ノ門ヒルズ駅 342m , 天ぷら,【虎ノ門駅徒歩７分】【新橋駅徒歩10分】毎朝築地から仕入れる鮮度抜群の旬鮮素材の天婦羅です,"￥20,000～￥29,999","￥20,000～￥29,999",3.63,,https://tabelog.com/tokyo/A1308/A130802/13007533/,予約可,ご予約は、お電話またはインターネットの予約サイト（ポケットコンシェルジュ）からお願いいたします。 Please make your reservation through Pocket Concierge (online).,銀座線 虎ノ門駅 7分　JR新橋駅 10分 虎ノ門ヒルズ駅から342m,12:00 - 14:00,■ 営業時間※ランチは前日までの予約で営業致します。（日曜は2日前になります）ランチはコースのみになります。NET予約可能（12時〜14時)■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66712663872023,139.75150638425245",03-3504-1555,東京都港区西新橋2-13-16 多田ビル　１Ｆ,344,tempura
食べログ うどん EAST 百名店 2024 選出店,香川 一福 神田店,小川町駅 348m , うどん、天ぷら、カレーうどん,,～￥999,～￥999,3.62,-,https://tabelog.com/tokyo/A1310/A131002/13185500/,予約不可,,地下鉄　小川町駅から342m 小川町駅から348m,11:00 - 20:00L.O. 料理19:30,■ 営業時間※麺が無くなり次第終了■定休日なし,カード不可 電子マネー不可 QRコード決済不可,"35.69190473870948,139.76716468449172",03-5577-3644,東京都千代田区内神田1-18-11 東京ロイヤルプラザ102,2434,tempura
,うな藤,杉並区 , うなぎ、海鮮、天ぷら,,"￥4,000～￥4,999","￥4,000～￥4,999",3.62,,https://tabelog.com/tokyo/A1321/A132105/13001126/,予約可,,"荻窪駅よりバスで10分西武新宿線武蔵関駅よりバスで10分 上井草駅から1,184m",11:00 - 14:00L.O. 13:00,■ 定休日第3木曜日（8月以外）,カード可 （VISA、Master、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.71528163864084,139.59830118484624",03-3397-9174,東京都杉並区今川4-8-7 グリーンパレス,272,tempura
,玉ゐ 本店,日本橋駅 107m , あなご、海鮮、天ぷら,,"￥8,000～￥9,999","￥8,000～￥9,999",3.61,-,https://tabelog.com/tokyo/A1302/A130202/13019904/,予約可,席予約は夜のみ可持ち帰り予約は昼夜可,ＪＲ東京駅八重洲口から高島屋デパート方面へ徒歩8分。東京メトロ銀座線・東西線、都営浅草線日本橋駅から徒歩3分。 日本橋駅から107m,11:00 - 14:30L.O. 14:00,■ 定休日年始、メンテナンス時,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.68122933871865,139.77469418437863",03-3272-3227,東京都中央区日本橋2-9-9 ,1319,tempura
,土手の伊勢屋,三ノ輪駅 722m , 天丼、天ぷら,【三ノ輪駅より722m】創業128年の天麩羅屋。こだわりの伝統の味を是非お楽しみ下さい。,-,-,3.61,火曜日、水曜日,https://tabelog.com/tokyo/A1324/A132401/13003745/,予約不可,,地下鉄日比谷線：三ノ輪駅から徒歩10分JR常磐線：南千住駅から徒歩15分吉原大門交差点そば 三ノ輪駅から722m,,,カード不可 電子マネー不可 QRコード決済不可,"35.72506663869794,139.79707088480572",03-3872-4886,東京都台東区日本堤1-9-2 ,1084,tempura
,銀座 玉ゐ,銀座駅 231m , あなご、日本料理、天ぷら,銀座駅徒歩３分◆天然にこだわるあなご料理店「銀座 玉ゐ」。熟練の技が光る”中箱”に舌鼓,"￥5,000～￥5,999","￥5,000～￥5,999",3.61,,https://tabelog.com/tokyo/A1301/A130101/13185471/,予約可,,メトロ銀座線A1出口から徒歩3分。 銀座駅から231m,11:00 - 14:30L.O. 14:00,■ 営業時間お酒の提供は都の要請に従います都の要請等により営業時間等の変更の可能性がございます。■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 QRコード決済可 （PayPay）,"35.67011133872192,139.76281028427465",03-6264-6896,東京都中央区銀座6-8-7 交詢ビル 4F,390,tempura
,野口製麺所,東村山駅 817m , うどん、天ぷら、カレーうどん,,"￥1,000～￥1,999","￥1,000～￥1,999",3.61,月曜日,https://tabelog.com/tokyo/A1328/A132806/13016162/,予約不可,,西武新宿線　東村山駅西口　徒歩11分 東村山駅から817m,11:00 - 14:30,■ 定休日月曜(祝日の場合翌日休)、第4月火は連休,カード可 （AMEX） 電子マネー不可 QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.76538693856492,139.45980898544943",042-392-0856,東京都東村山市野口町4-46-1 ,287,tempura
,天房,市場前駅 111m , 天ぷら、天丼、海鮮,,-,-,3.61,-,https://tabelog.com/tokyo/A1313/A131307/13227313/,予約不可,,ゆりかもめ市場前駅から徒歩2分 市場前駅から111m,,,カード不可 電子マネー不可 QRコード決済不可,"35.6447830582281,139.7859432526412",03-6633-0222,東京都江東区豊洲6-3-1 豊洲市場 5街区 青果棟 1F,181,tempura
食べログ 天ぷら 百名店 2023 選出店,天雅,中目黒駅 357m , 天ぷら、日本料理,天ぷらと日本料理で旬の美味しさを存分に楽しめる「天雅会席」,"￥20,000～￥29,999","￥20,000～￥29,999",3.61,,https://tabelog.com/tokyo/A1317/A131701/13147445/,完全予約制,※キャンセルポリシー前日キャンセル　ご予約済のお料理代金の50％当日キャンセル　ご予約済のお料理代金の100％※アレルギー食材をお持ちの方は必ず“ご予約の際”に備考欄にご記入下さい。ご同伴者様にも事前にご確認願います。ご来店後のお申し出にはご対応致しかねます。※香水等強い香りをまとってのご来店はご遠慮下さい。ご同伴者様にもお伝え願います。,東急東横線、東京メトロ日比谷線　中目黒駅より徒歩4分 中目黒駅から357m,18:00 - 22:00,■ ご予約最終入店時間 20:00■ 定休日月曜日(連休の場合あり),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64588358366686,139.6955418209118",03-6303-4005,東京都目黒区上目黒3-16-13 キューブＭ B1F,157,tempura
,東白庵 かりべ,千歳烏山駅 539m , そば、天ぷら、バー,,"￥6,000～￥7,999","￥6,000～￥7,999",3.6,水曜日,https://tabelog.com/tokyo/A1318/A131809/13240194/,予約可,,千歳烏山駅から539m,,,カード可 電子マネー不可 QRコード決済不可,"35.66349283867523,139.60297628431985",03-6879-8998,東京都世田谷区粕谷4-23-19 ,134,tempura
,天ぷらめし 金子半之助  日本橋店,三越前駅 165m , 天ぷら、あなご、食堂,,"￥1,000～￥1,999","￥1,000～￥1,999",3.59,-,https://tabelog.com/tokyo/A1302/A130202/13166596/,予約不可,,三越前駅よりＡ1出口より　徒歩3分 三越前駅から165m,,,カード不可 電子マネー不可 QRコード決済可 （PayPay）,"35.686321438715765,139.77576778442932",03-6262-3734,東京都中央区日本橋本町1-4-3 ヴィラアート日本橋 1F,1465,tempura
,天すけ,高円寺駅 102m , 天ぷら,,-,-,3.59,月曜日,https://tabelog.com/tokyo/A1319/A131904/13010553/,予約不可,,ＪＲ中央線【高円寺駅】北口　徒歩２分 高円寺駅から102m,12:00 - 14:00,一時的にお昼のみ営業,カード不可 電子マネー不可 QRコード決済不可,"35.70583713866292,139.64878298471544",03-3223-8505,東京都杉並区高円寺北3-22-7 プラザ高円寺　１Ｆ,1108,tempura
,香川一福 恵比寿店,恵比寿駅 197m , うどん、天ぷら、カレーうどん,,～￥999,～￥999,3.59,-,https://tabelog.com/tokyo/A1303/A130302/13249181/,予約不可,,恵比寿駅西口より徒歩１分 恵比寿駅から197m,11:00 - 22:00,※麺が無くなり次第終了年中無休■ 定休日なし,カード不可 電子マネー不可 QRコード決済不可,"35.64826583871861,139.7087743840919",03-6416-0626,東京都渋谷区恵比寿西1-2-7 幸ビル 1F,644,tempura
,うどん家 八重桜,有楽町駅 135m , うどん、天ぷら、居酒屋,,"￥1,000～￥1,999","￥1,000～￥1,999",3.59,月曜日,https://tabelog.com/tokyo/A1301/A130102/13260419/,予約不可,,JR有楽町駅前より徒歩1分 有楽町駅から135m,11:30 - 18:00L.O. 17:30,※ 定休日月曜日(祝日の場合火曜日)第2、月曜日、火曜日連休頂いてます、第2月曜日、祝日の場合は、第3、月曜日、火曜日に変更で連休頂いてます。※支払い方法◼︎現金とPayPayのみ使用可能◼︎アメックス含むクレジットカードは使用できません。◼︎詳細は店舗に確認してください。,カード不可 電子マネー不可 QRコード決済可 （PayPay）,"35.67524793871929,139.7647332843252",03-3240-6088,東京都千代田区有楽町2-10-1 東京交通会館 B1F,334,tempura
食べログ 天ぷら 百名店 2023 選出店,天ぷら岡本,立川北駅 79m , 天ぷら、天丼,,"￥15,000～￥19,999","￥15,000～￥19,999",3.59,月曜日,https://tabelog.com/tokyo/A1329/A132901/13005992/,完全予約制,電話番号を通知する設定にしてから。,立川北駅から79m,18:00 - 22:00L.O. 21:00,■ 営業時間[火水木金土］最終入店19:30［日］最終入店13:00,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70003043859159,139.41318858482197",042-540-2882,東京都立川市曙町2-5-19 ジュピタルビル　２Ｆ,144,tempura
,むぎきり,一橋学園駅 224m , うどん、カレーうどん、天ぷら,,-,-,3.59,-,https://tabelog.com/tokyo/A1328/A132804/13005951/,予約可,,西武多摩湖線一橋学園駅より徒歩約２分。 一橋学園駅から224m,,,カード不可 電子マネー不可 QRコード決済不可,"35.721434038598545,139.4777117849929",042-344-5151,東京都小平市学園西町1-26-26 ,123,tempura
,てんぷら 真,銀座駅 343m , 天ぷら,,"￥30,000～￥39,999","￥30,000～￥39,999",3.59,日曜日、祝日,https://tabelog.com/tokyo/A1301/A130101/13094471/,予約可,お電話にて承ります。,新橋駅　徒歩１０分銀座駅　徒歩１０分 銀座駅から343m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.669384738722115,139.76192338426796",03-3571-1380,東京都中央区銀座7-7-16 西七番館ビル　１Ｆ,86,tempura
,自家製さぬきうどんと肉 新橋甚三,内幸町駅 342m , うどん、カレーうどん、天ぷら,,～￥999,～￥999,3.58,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1301/A130103/13234986/,予約不可,,新橋駅徒歩　    ５分内幸町駅徒歩　３分虎ノ門駅徒歩　３分 内幸町駅から342m,11:00 - 15:00,■ 営業時間[平日]※玉切れ次第終了,カード不可 電子マネー不可 QRコード決済不可,"35.668056380973155,139.7529207569432",03-6205-4955,東京都港区西新橋1-19-3 第二双葉ビル 1F,440,tempura
