awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type
,葉隠,渋谷駅 611m , もつ焼き、串焼き、焼き鳥,,"￥6,000～￥7,999","￥6,000～￥7,999",3.68,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1303/A130301/13012940/,予約可,,渋谷駅から徒歩15分宮益坂を上がりきって道なりに歩き、一つ目の横断歩道（信号）を右に渡ったところの路地一つ入った付近 渋谷駅から611m,17:00 - 23:00L.O. 料理22:00,★営業する土曜日もあるそう。,カード不可 電子マネー不可 QRコード決済不可,"35.66064483871035,139.70757148421774",03-3400-3294,東京都渋谷区渋谷2-8-11 ,337,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,串焼 大助,大門駅 140m , 焼き鳥、日本料理、居酒屋,,"￥6,000～￥7,999","￥6,000～￥7,999",3.68,日曜日、祝日,https://tabelog.com/tokyo/A1314/A131401/13116576/,予約可,,大門駅から徒歩2分 大門駅から140m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.6566594387274,139.75317908414553",03-3436-7660,東京都港区芝大門2-1-4 ,292,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,興,三ノ輪駅 318m , 焼き鳥、居酒屋、揚げ物,,"￥3,000～￥3,999","￥3,000～￥3,999",3.68,水曜日,https://tabelog.com/tokyo/A1324/A132401/13115926/,予約可,席の御指定は承っておりませんので予めご了承下さい。席のご利用時間はご予約の時間から2時間とさせて頂いております。重ねてご了承下さいませ。※基本お子様連れはお断りさせて頂いております。※,日比谷線　三ノ輪駅（2番出口）から徒歩5分※スーパー「ワイズマート」の左脇の道を直進すると、左側に有ります。 三ノ輪駅から318m,17:30 - 23:00L.O. 22:00,■ 営業時間日によっては早めにラストオーダー取る時がありますがご了承下さい。,カード不可 電子マネー可,"35.73033043869169,139.78795498486528",03-3807-4776,東京都荒川区東日暮里1-32-3 1F,201,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,文ちゃん,飯田橋駅 432m , 焼き鳥、鳥料理,,"￥10,000～￥14,999","￥10,000～￥14,999",3.68,月曜日、日曜日,https://tabelog.com/tokyo/A1309/A130905/13011406/,予約可,,飯田橋駅から432m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70076963869513,139.73979588460045",03-3266-8930,東京都新宿区神楽坂3-6 高橋ビル２　Ｂ１Ｆ,175,yakitori
,鳥なお,田原町駅 177m , 焼き鳥、居酒屋、日本酒バー,【田原町駅徒歩2分・浅草駅徒歩5分】紀州備長炭で焼く最高の『焼鳥』と店主こだわりの日本酒。,"￥6,000～￥7,999","￥6,000～￥7,999",3.68,月曜日,https://tabelog.com/tokyo/A1311/A131102/13172840/,予約可,,東京メトロ銀座線「田原町駅」から徒歩2分「浅草駅」から徒歩5分 田原町駅から177m,17:30 - 23:00L.O. 22:00,■ 定休日隔週火曜日（火曜日の営業については、お気軽にお問合せください。）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.71010573870598,139.79248688465785",03-3843-5805,東京都台東区雷門1-5-9 いさよビル 1F,129,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,焼鳥 嘉とう,三田駅 337m , 焼き鳥、鳥料理、ワインバー,,"￥10,000～￥14,999","￥10,000～￥14,999",3.68,月曜日、日曜日,https://tabelog.com/tokyo/A1314/A131402/13193773/,予約可,"当日のご予約のキャンセル、人数変更は事前のご連絡をお願いいたします。当日のキャンセル、人数変更はキャンセル料お一人様4,950円（税込）を頂いております。",JR田町駅三田口 徒歩6分都営浅草線、都営三田線A3出口から徒歩3分 三田駅から337m,18:00 - 22:00,■ 営業時間18：00〜22：00※串が無くなり次第、終了,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （楽天ペイ）,"35.6473026387303,139.7436198840577",03-6722-0977,東京都港区三田3-3-2 豊田ビル 2F,107,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,ヒヨク之トリ,麻布十番駅 255m , 焼き鳥、串焼き、日本酒バー,,"￥5,000～￥5,999","￥5,000～￥5,999",3.67,-,https://tabelog.com/tokyo/A1307/A130702/13111237/,予約可,,東京メトロ南北線・都営大江戸線麻布十番駅6番出口より徒歩約3分 麻布十番駅から255m,17:00 - 23:00,■営業時間毎日17:00～23:00(ラストオーダー 22:00)■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.65759793872214,139.73852838416528",03-6441-0917,東京都港区東麻布3-2-9 ,653,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,喜鈴,恵比寿駅 151m , 焼き鳥、水炊き、居酒屋,【恵比寿駅西口徒歩１分】 平日は17時から、土日祝日は16時から営業しております,"￥8,000～￥9,999","￥8,000～￥9,999",3.67,,https://tabelog.com/tokyo/A1303/A130302/13188236/,予約可,,JR恵比寿駅西口より徒歩1分東京メトロ日比谷線1番・2番出口より徒歩1分 恵比寿駅から151m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64729263871912,139.70849878408225",03-6427-8437,東京都渋谷区恵比寿西1-8-10 EBISU高橋ビルB1F,606,yakitori
,焼鳥 みかど,新宿三丁目駅 63m , 焼き鳥、居酒屋,☆期間限定☆ランチ営業終日実施中！！【個室完備】店主が丁寧に焼き上げる焼鳥✕世界のワイン,"￥8,000～￥9,999","￥8,000～￥9,999",3.67,,https://tabelog.com/tokyo/A1304/A130401/13254421/,予約可,※コースは2時間制となります。※予約時(Webなど)のお席の指定はお受けしておりません。※お店に要望がある場合は必ずお電話下さい。（コメントですとお店からの確認連絡が出来ない場合があるのでご了承下さい）,東京メトロ丸ノ内線　新宿三丁目駅　徒歩1分JR山手線　新宿駅　徒歩3分 新宿三丁目駅から63m,12:00 - 15:00,■ 営業時間■ランチ13：00最終入店となります。前日の22時まで予約必須。■ 定休日無,カード可 （VISA、Master、AMEX） 電子マネー不可 QRコード決済不可,"35.69054983869032,139.7043237845221",050-3188-0647,東京都新宿区新宿3-31-1 大伸第2ビル 9F,591,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,銀座バードランド,銀座駅 103m , 焼き鳥、鳥料理,,"￥10,000～￥14,999","￥10,000～￥14,999",3.67,月曜日、日曜日、祝日,https://tabelog.com/tokyo/A1301/A130101/13004097/,予約可,,丸の内線、銀座駅Ｃ６出口へ入ると、鶏の絵の看板があります。 銀座駅から103m,,,カード可 （VISA、Master、JCB、AMEX、Diners）,"35.67278463872057,139.7638928843009",03-5250-1081,東京都中央区銀座4-2-15 塚本素山ビル　Ｂ１Ｆ,428,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,焼鳥 はちまん,早稲田（都電）駅 341m , 焼き鳥、鳥料理,,"￥6,000～￥7,999","￥6,000～￥7,999",3.67,火曜日,https://tabelog.com/tokyo/A1305/A130504/13000055/,予約可,混雑時（お席お待ちの方がいらっしゃる場合）、ご予約の時間から３時間でお席を空けていただきます。,都電荒川腺「早稲田」駅から徒歩5分東京メトロ「早稲田」駅から徒歩7分東京メトロ「西早稲田」駅から徒歩12分 早稲田駅（都電）から341m,17:00 - 23:00,最新の情報はInstagramを参照ください。■ 定休日火曜日　　第２、４水曜日12/25（水）臨時営業12/31〜1/5　休業,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.709587038682066,139.71635668470597",03-3203-2880,東京都新宿区西早稲田3-1-1 八幡鮨　Ｂ１Ｆ,426,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,阿佐ヶ谷バードランド,阿佐ケ谷駅 104m , 焼き鳥、居酒屋、ワインバー,,"￥10,000～￥14,999","￥10,000～￥14,999",3.67,月曜日、日曜日,https://tabelog.com/tokyo/A1319/A131905/13026225/,予約可,,JR阿佐ヶ谷駅より徒歩2分。JR阿佐ヶ谷駅南口を出てすぐ右にある交番の脇道を線路沿いに100m程進むと道に突き当たるので、そこを左に曲がって二軒目です。 阿佐ケ谷駅から104m,17:00 - 22:30L.O. 22:00,■ 営業時間※ネタが無くなり次第早く閉める事があります。※ご利用時間は2時間〜2時間半程度でお願い致します。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.704361638659385,139.63474888471038",03-3392-8941,東京都杉並区阿佐谷南3-37-9 パールアサガヤ　１Ｆ,367,yakitori
,晩鶏,乃木坂駅 629m , 焼き鳥,乃木坂駅より徒歩7分。落ち着いた空間でゆったりと過ごせるワンランク上のやきとり店,"￥8,000～￥9,999","￥8,000～￥9,999",3.67,日曜日,https://tabelog.com/tokyo/A1307/A130701/13168868/,予約可,,日比谷線　広尾駅・六本木駅　徒歩10分大江戸線　六本木駅　　　　　徒歩10分千代田線　乃木坂駅　　　　　徒歩8分 乃木坂駅から629m,17:00 - 23:00L.O. 22:00,■ 営業時間最終入店　（月曜〜金曜）21：45  （土曜、祝日）20：45テイクアウトのお弁当は当日15:00までのご予約にて承ります。お引渡しは当日17:00以降にてお願い致します。■ 定休日日曜日、祝祭日営業,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66142393871495,139.72355798421444",03-6804-1759,東京都港区西麻布1-14-2 疋田ビル 1F,305,yakitori
,焼鳥 月や,銀座駅 336m , 焼き鳥、日本料理、鳥料理,都会の喧騒を忘れ素材の魅力を極限まで引き出した唯一無二の「伊達鶏串」を堪能。,"￥15,000～￥19,999","￥15,000～￥19,999",3.67,,https://tabelog.com/tokyo/A1301/A130101/13257365/,予約可,※お食事はお1人様1コースのご注文から承っております。※お苦手な食材やアレルギーがございましたら、ご予約時にお知らせくださいませ。※ご予約の確認でお電話をさせていただくことがございます。,地下鉄　銀座線　銀座駅　B7出口　下車徒歩4分JR　山ノ手線　京浜東北線　「有楽町駅」下車徒歩5分JR　山ノ手線　京浜東北線　「新橋駅」下車徒歩7分 銀座駅から336m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.6701079387214,139.7611547842758",03-6264-5248,東京都中央区銀座7-4-5 銀座745ビル 10F,145,yakitori
,神保町 五木田,九段下駅 416m , 焼き鳥、フレンチ、イノベーティブ,神保町駅より5分 水道橋駅より6分,"￥15,000～￥19,999","￥15,000～￥19,999",3.67,,https://tabelog.com/tokyo/A1310/A131003/13262208/,予約可,・受付時間/当日17：00まで/17：00以降は電話対応可・コース料理のみ（21：00以降の御来店アラカルト要相談）・アレルギー等による料理内容の変更/事前連絡必須・当日不可・13歳未満のお子様は個室のみご案内可,半蔵門線　三田線　神保町駅から徒歩5分JR総武線　水道橋駅から徒歩7分東西線　九段下駅から徒歩７分 九段下駅から416m,17:30 - 23:00L.O. 料理22:00 ドリンク22:30,■ 定休日ー月曜月2回の日曜休みあり（祝前日等による変更あり）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.69835122117854,139.75435229877965",03-6272-4365,東京都千代田区西神田2-4-9 第二錦水ビル 1F,140,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,やき鳥 宮川,茅場町駅 239m , 焼き鳥、鳥料理、居酒屋,,"￥3,000～￥3,999","￥3,000～￥3,999",3.66,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1302/A130203/13008082/,予約不可,,茅場町駅2番出口から徒歩2分 茅場町駅から239m,,,カード不可 電子マネー不可 QRコード決済不可,"35.67828853872168,139.77830998434638",03-3668-7080,東京都中央区日本橋茅場町3-5-1 ,1389,yakitori
,栄一,京橋駅 211m , 焼き鳥、親子丼,,"￥5,000～￥5,999","￥5,000～￥5,999",3.66,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1302/A130202/13000542/,予約可,,銀座線京橋駅7番出口徒歩3分ＪＲ東京駅八重洲中央口、南口より３分 京橋駅から211m,,,カード可 （Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67851503871884,139.76989028435457",03-3281-6578,東京都中央区京橋1-5-1 ,837,yakitori
,白金 酉玉 神楽坂店,牛込神楽坂駅 410m , 焼き鳥、串焼き、居酒屋,【神楽坂駅徒歩5分】20種以上の希少部位の焼鳥をおまかせコースで。デート・記念日やご接待に,"￥6,000～￥7,999","￥6,000～￥7,999",3.66,,https://tabelog.com/tokyo/A1309/A130905/13059154/,予約可,,JR、東京メトロ有楽町線飯田橋駅から徒歩５分東京メトロ東西線神楽坂駅A1出口から徒歩５分 牛込神楽坂駅から410m,17:00 - 23:00L.O. 22:30,■ 月曜定休年末年始（12/31~1/2）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70227386483545,139.73888868020325",03-6457-5131,東京都新宿区神楽坂5-7 山桝ハウス B1F,626,yakitori
,蒲田鳥久 本店,梅屋敷駅 541m , からあげ、焼き鳥、弁当,,～￥999,～￥999,3.66,-,https://tabelog.com/tokyo/A1315/A131503/13003306/,予約可,,梅屋敷駅から541m,07:00 - 17:00,■ 営業時間［弁当］7:00～16:00［惣菜］9:00～17:00■ 定休日第3水曜日,カード不可 電子マネー不可 QRコード決済不可,"35.56631593877497,139.72236078325457",03-3731-5888,東京都大田区蒲田1-8-12 ,442,yakitori
,伊勢廣 帝劇店,日比谷駅 245m , 焼き鳥、鳥料理、居酒屋,有楽町駅・日比谷駅すぐ・創業大正１０年 老舗焼き鳥の名店,"￥8,000～￥9,999","￥8,000～￥9,999",3.66,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1301/A130102/13000127/,予約可,,地下鉄有楽町線有楽町駅A1出口徒歩1分／JR有楽町駅徒歩3分／都営三田線日比谷駅B4出口徒歩1分 日比谷駅から245m,11:30 - 13:30L.O. 13:20,8月中旬 年末年始 休業2024年ゴールデンウィーク4月27日(土)~5月６日(月)  休業いたします,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67662913871717,139.76084528434185",03-3211-1647,東京都千代田区丸の内3-1-1 帝劇ビル B1F,415,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,伊勢廣 ニューオータニ店,麹町駅 478m , 焼き鳥、鳥料理、居酒屋,新鮮な食材、プロの料理人が手がける焼き鳥屋。,"￥8,000～￥9,999","￥8,000～￥9,999",3.66,-,https://tabelog.com/tokyo/A1308/A130803/13000174/,予約可,,「紀尾井坂」途中のアーケード入口よりホテルにお入り戴きますとキャッシャーの先、右手に伊勢廣がございます。 麹町駅から478m,11:00 - 14:00L.O. 13:30,■ 定休日無休,カード可 電子マネー不可 QRコード決済可 （PayPay、d払い、au PAY）,"35.68168253870545,139.7341520844116",03-3221-4101,東京都千代田区紀尾井町4-1 ホテルニューオータニ東京 アーケード階,398,yakitori
,焼鳥 鐡,新宿西口駅 109m , 焼き鳥、鳥料理、居酒屋,☆12月より土日限定ランチコース開始☆【2022年百名店取得】新宿にリニューアルオープン。,"￥8,000～￥9,999","￥8,000～￥9,999",3.66,,https://tabelog.com/tokyo/A1304/A130401/13286865/,予約可,※コースは2時間制となります。※予約時(Webなど)のお席の指定はお受けしておりません。※お店に要望がある場合は必ずお電話下さい。（コメントですとお店からの確認連絡が出来ない場合があるのでご了承下さい）,新宿駅　徒歩4分 新宿西口駅から109m,17:00 - 23:00L.O. 22:00,■ 定休日無,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.69396283868614,139.698017684561",03-5937-4562,東京都新宿区西新宿7-10-10 B1F,380,yakitori
,熊の焼鳥 中目黒,中目黒駅 319m , 焼き鳥、鳥料理、日本料理,【中目黒駅から徒歩5分！】扉の先に広がる、職人による焼鳥ライブ空間,"￥8,000～￥9,999","￥8,000～￥9,999",3.66,,https://tabelog.com/tokyo/A1317/A131701/13250657/,完全予約制,"※キャンセルポリシーに関しましては、コース料金を下記の基準のもと、ご請求させて頂きます。・ご予約日の前日：50％・ご予約日の当日：100％※現在、コース6,600円。",中目黒駅より徒歩5分 中目黒駅から319m,18:00 - 22:30,■ 営業時間最終入店20:30入り口に暗証番号が必要となりますので、ご予約の際は暗証番号をお尋ねください。■ 定休日不定休,カード可 電子マネー不可 QRコード決済不可,"35.64193653871884,139.69690558403624",070-1324-9696,東京都目黒区上目黒2-44-24 COMS中目黒1 2F,329,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,鳥よし 赤坂店,赤坂見附駅 108m , 焼き鳥、居酒屋,,"￥10,000～￥14,999","￥10,000～￥14,999",3.66,日曜日,https://tabelog.com/tokyo/A1308/A130801/13045421/,予約可,,地下鉄赤坂見附駅 徒歩1分／地下鉄千代田線赤坂駅 徒歩5分 赤坂見附駅から108m,16:30 - 22:00L.O. 21:30,【定休日】日曜日、第２・第４月曜日,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可,"35.67611923870965,139.73625208435394",03-5549-9090,東京都港区赤坂3-20-3 ,254,yakitori
,やきとり 児玉,三軒茶屋駅 741m , 焼き鳥、日本料理、ラーメン,,"￥8,000～￥9,999","￥8,000～￥9,999",3.66,,https://tabelog.com/tokyo/A1317/A131705/13221655/,予約可,【オートリザーブでのご予約は一切受け付けておりませんので、ご遠慮下さい】　ご予約のお電話は13:00〜18:00でお願いします。　ご予約の際は、希望日・時間・人数・コースorアラカルトをお決めの上お電話下さい】　土曜日祝日は18時〜、18時30〜の2時間制とさせて頂いております。　それ以降のお時間希望は当日お電話でご確認下さい。,東急田園都市線「三軒茶屋駅」南口Aから徒歩13分東急田園都市線「池尻大橋駅」南口から徒歩15分自衛隊中央病院入口バス停から徒歩2分三宿バス停から徒歩3分 三軒茶屋駅から741m,18:00 - 23:00L.O. 料理22:00 ドリンク22:30,■ 営業時間土曜日祝日は18時〜、18時30〜の2時間制とさせて頂いております。それ以降のお時間希望は当日お電話でご確認下さい。テイクアウト受け渡し・前日までの予約制18:30〜21:00（会計は現金のみでお願い致します。当日の対応も可能。お問い合わせ下さい）■ 定休日毎週日曜日、第二月曜日、第二火曜日。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64448663871172,139.67963198407412",03-5787-8606,東京都世田谷区池尻1-11-12 パレ・ド・ジュネス 2F A,130,yakitori
,世良田,麻布十番駅 104m , 焼き鳥,,"￥20,000～￥29,999","￥20,000～￥29,999",3.66,日曜日、祝日,https://tabelog.com/tokyo/A1307/A130702/13012994/,完全予約制,完全紹介制のため紹介者のいない方は予約できません,麻布十番駅から104m,18:00 - 21:30,■ 定休日第３月曜,カード可 （JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.65630913872182,139.7349117841548",03-3405-2882,東京都港区麻布十番1-7-7 はせべやビル 5F,129,yakitori
,鳥かど,目黒駅 111m , 焼き鳥,焼鳥の聖地【目黒 鳥しき】鳥しき一門総帥 池川の弟子達が焼き場に立つ池川道場店舗,"￥10,000～￥14,999","￥10,000～￥14,999",3.66,-,https://tabelog.com/tokyo/A1316/A131601/13281215/,完全予約制,・完全予約制となっております。・ご予約はInstagramよりWEB予約をお願い致します。,目黒駅から徒歩2分JR目黒駅東口(バスのロータリーがある)を出て「すき家」の右横を通り、「マクドナルド」を越えて道なりに進んで左折します。左折して10メートルほど進むと、1Ｆが薬局（高木薬局）のビルとファミリーマートの間の路地を入ったところ。 目黒駅から111m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可,"35.63426493873006,139.71690178394476",非公開,東京都品川区上大崎2-14-12 ,54,yakitori
,三政,新橋駅 193m , 焼き鳥、もつ焼き,,"￥5,000～￥5,999","￥5,000～￥5,999",3.65,日曜日、祝日,https://tabelog.com/tokyo/A1301/A130103/13001520/,予約可,,ＪＲ山手線・京浜東北線【新橋駅】烏森口　徒歩２分都営地下鉄浅草線【新橋駅】徒歩３分東京メトロ銀座線【新橋駅】徒歩４分 新橋駅から193m,,,カード不可 電子マネー不可 QRコード決済不可,"35.66482803872354,139.75734668422513",03-3434-7007,東京都港区新橋3-19-6 新陽ビルディング 1F,528,yakitori
,バードコート,北千住駅 281m , 焼き鳥、鳥料理,,"￥10,000～￥14,999","￥10,000～￥14,999",3.65,月曜日、日曜日,https://tabelog.com/tokyo/A1324/A132402/13003769/,予約可,,北千住駅西口から、国道4号線方面に向かいます。左手にTUTAYAがある交差点を右に曲がります。サンロード商店街150mほどまっすぐの右手です。 北千住駅から281m,,,カード可 （VISA、Master、JCB、AMEX、Diners）,"35.7513885386832,139.8033331850672",03-3881-8818,東京都足立区千住3-68 鹿明ビル 1F,435,yakitori
,YAKITORI 燃 本店,六本木駅 286m , 焼き鳥、鳥料理,,"￥6,000～￥7,999","￥6,000～￥7,999",3.65,日曜日、祝日,https://tabelog.com/tokyo/A1307/A130701/13004437/,予約可,※現在ご予約のお時間から２時間制です。※ご予約頂いた時間からご連絡の無く15分経過した時は当方よりキャンセルさせていただきます。,東京メトロ日比谷線／都営大江戸線/六本木駅5番出口徒歩5分 六本木駅から286m,18:00 - 03:00L.O. 02:00,■ 営業時間『燃es』とは異なる店舗です。［土］不定期店休有【９月土曜営業日】７日(土)・２１日(土) １８：００〜２３：３０（L.O２２：３０）【9月お休み】１日(日)・８日(日)・１４日(土)・１５日(日)・１６日(月)・２２日(日)・２３日(月)・２８日(土)・２９日(日),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66318323871726,139.73432828422466",03-5414-1141,東京都港区六本木3-8-12 ＴＳビル 1F,323,yakitori
食べログ 焼き鳥 EAST 百名店 2024 選出店,鳥はな  ,新宿三丁目駅 399m , 焼き鳥,,"￥5,000～￥5,999","￥5,000～￥5,999",3.65,土曜日、日曜日,https://tabelog.com/tokyo/A1304/A130401/13058653/,予約不可,,地下鉄新宿三丁目駅E1出口から花園神社を左に見て数分歩いた道沿い 新宿三丁目駅から399m,,,カード不可 電子マネー不可 QRコード決済不可,"35.69422638232687,139.70651423941842",03-3232-0947,東京都新宿区新宿5丁目18-18 ,250,yakitori
,鳥福,渋谷駅 194m , 焼き鳥,,"￥6,000～￥7,999","￥6,000～￥7,999",3.65,日曜日、祝日,https://tabelog.com/tokyo/A1303/A130301/13002121/,予約可,問い合わせ可能時間11:00〜21:00【テイクアウトの電話注文可能】内容の指定、お任せどちらでも可,JR渋谷駅ハチ公口 徒歩3分メトロ渋谷駅A7-1出口　徒歩2分A7-2出口　徒歩2分A12 出口　徒歩2分B2出口　徒歩2分B3出口　徒歩3分B7出口　徒歩3分タクシーの場合【宮益坂下  ビックカメラ前 下車】が近い 渋谷駅から194m,16:00 - 21:00,【土曜のみ、事前予約の入れ替え2部制】1部　16:00〜17:502部　18:00〜20:00毎月第3土曜は定休日12月・1月は第3土曜も営業年末年始12/29(日)〜1/6(月)は、休業,カード不可 電子マネー不可 QRコード決済不可,"35.660037538708835,139.70156848421584",03-3499-4978,東京都渋谷区渋谷1-25-10 のんべい横丁,129,yakitori
,とり澤 六本木,六本木駅 322m , 焼き鳥,当日席ご用意御座います。,"￥8,000～￥9,999","￥8,000～￥9,999",3.65,日曜日、祝日,https://tabelog.com/tokyo/A1307/A130701/13277047/,予約可,,・都営地下鉄大江戸線「六本木駅」・東京メトロ日比谷線「六本木駅」　6出口から徒歩5分 六本木駅から322m,17:30 - 23:00,■ 営業時間第一部：17:30〜20:00 ※18:00頃までにご入店ください第二部：20:30〜23:00,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66440963871641,139.7341013842372",03-6455-4994,東京都港区六本木4-1-19 ARUGA19ビル 1F,104,yakitori
,とり吾,中目黒駅 313m , 焼き鳥,,"￥8,000～￥9,999","￥8,000～￥9,999",3.65,月曜日,https://tabelog.com/tokyo/A1317/A131701/13294983/,予約可,Tablecheckより承っております,中目黒駅徒歩5分 中目黒駅から313m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.645804434397924,139.6960531709772",090-1733-4129,東京都目黒区上目黒3-16-4 ,61,yakitori
,庭つ鶏,五反田駅 217m , 鳥料理、焼き鳥、居酒屋,,"￥4,000～￥4,999","￥4,000～￥4,999",3.63,日曜日、祝日,https://tabelog.com/tokyo/A1316/A131603/13020732/,予約可,ご予約のお時間に１０分以上遅れる場合は必ずご一報ください。お時間内にご連絡無き場合は予約をキャンセルとさせていただきます。ご了承ください。お支払いは現金のみです。,JR・都営浅草線　五反田駅より徒歩３分東急池上線　五反田駅より徒歩５分 五反田駅から217m,17:00 - 21:15L.O. 料理20:30,■ 営業時間※鶏の状況次第でラストオーダーが早まる場合もございます。月～金曜日は２０才以上の方のみのご予約です。土曜日は年齢制限無しでご予約頂けます。お支払いは現金のみです。,カード不可 電子マネー不可 QRコード決済不可,"35.62647663873644,139.721359883863",03-3492-2818,東京都品川区西五反田2-18-3 ,597,yakitori
,鬼亭,渋谷駅 352m , 鳥料理、焼き鳥、焼肉,,"￥8,000～￥9,999","￥8,000～￥9,999",3.63,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1303/A130301/13003491/,予約可,,JR渋谷駅より徒歩5分 渋谷駅から352m,18:00 - 22:00,■ 営業時間※日により変動あり,カード不可 電子マネー不可 QRコード決済不可,"35.66041603870948,139.70436438421768",03-3797-1002,東京都渋谷区渋谷1-9-4 ,449,yakitori
,喜美松,浅草（つくばＥＸＰ）駅 607m , 牛料理、焼き鳥、居酒屋,,"￥4,000～￥4,999","￥4,000～￥4,999",3.63,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1311/A131102/13023840/,予約可,,TX「浅草駅」より徒歩7～8分都営浅草線・東京メトロ銀座線・東武伊勢崎線「浅草駅」より徒歩15分程度 浅草駅（つくばＥＸＰ）から607m,,,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済可 （PayPay、d払い、au PAY）,"35.718949938701314,139.79546748474505",03-3874-5471,東京都台東区浅草4-38-2 ,290,yakitori
,鳥光,牛込神楽坂駅 276m , 焼き鳥、日本料理,,"￥10,000～￥14,999","￥10,000～￥14,999",3.63,-,https://tabelog.com/tokyo/A1309/A130905/13277212/,予約可,,都営大江戸線【牛込神楽坂駅】#A1~4min①#Ａ1出口右150m進む②『牛込北町』を左折③150m先(2分)左側メトロ南北線/有楽町線【市ヶ谷駅】#5出口~8min①#5番出口飯田橋方面へ進む(セブンイレブン方面)②『市ヶ谷田町』交差点左折③道なり800m(約8分)右側メトロ東西線【神楽坂駅】#2出口~8min①#2出口『牛込中央通り』道なり700m(約10分)左側 牛込神楽坂駅から276m,17:00 - 22:00,▪️不定休最新情報はInstagram《torimitsu_tokyo》にupします。■ 営業時間17:00-22:00,カード可 電子マネー不可 QRコード決済不可,"35.69812346249689,139.73403534039747",03-5227-3130,東京都新宿区納戸町11 第2長森ビル,53,yakitori
,新まき,赤羽橋駅 85m , 焼き鳥、日本料理、イノベーティブ,【赤羽橋駅1分】美食家が集う店◆気品溢れる和空間で愉しむ自慢の焼き鳥と四季折々の日本料理,"￥15,000～￥19,999","￥15,000～￥19,999",3.63,日曜日,https://tabelog.com/tokyo/A1314/A131401/13296718/,完全予約制,,赤羽橋駅から徒歩1分 赤羽橋駅から85m,17:00 - 23:00,■定休日日曜以外にも不定休でお休みいただくことがございます,カード可 電子マネー不可 QRコード決済不可,"35.655692073444776,139.7443370141105",未開通,東京都港区東麻布1-24-6 麻布ハイツ 103,47,yakitori
